date,machine_id,temp,helium_pressure,vibration,error_codes,scan_volume,failure_label
2025-02-27,CT_002,55.01,92.55,0.01,2,39,Normal
2025-02-28,MRI_001,58.52,92.77,0.53,4,35,Normal
2025-03-01,MRI_001,65.57,99.57,0.329,2,50,Normal
2025-03-02,MRI_002,57.16,94.65,0.37,0,26,Normal
2025-03-03,CT_002,64.46,95.65,0.35,2,35,Normal
2025-03-04,CT_002,61.76,98.77,0.327,3,47,Normal
2025-03-05,CT_001,58.44,91.69,0.339,3,56,Normal
2025-03-06,MRI_002,59.97,96.17,0.051,1,41,Normal
2025-03-07,CT_002,62.35,90.3,0.404,1,37,Normal
2025-03-08,MRI_002,61.72,93.03,0.466,1,40,Normal
2025-03-09,CT_001,62.44,92.09,0.187,3,55,Normal
2025-03-10,MRI_002,70.59,94.18,0.553,1,34,Normal
2025-03-11,MRI_002,63.31,91.55,0.366,3,37,Normal
2025-03-12,MRI_002,68.59,97.05,0.15,5,37,Normal
2025-03-13,CT_001,63.98,98.51,0.289,1,44,Normal
2025-03-14,MRI_002,57.26,98.31,0.363,0,58,Normal
2025-03-15,MRI_001,52.46,99.63,0.252,4,55,Normal
2025-03-16,MRI_001,60.49,96.53,0.337,1,46,Normal
2025-03-17,CT_002,70.59,89.36,0.248,3,50,Monitor
2025-03-18,MRI_002,69.88,88.02,0.183,3,54,Normal
2025-03-19,MRI_002,62.84,89.49,0.218,3,25,Monitor
2025-03-20,CT_002,67.46,97.97,0.298,2,33,Normal
2025-03-21,CT_002,68.9,92.75,0.361,1,37,Normal
2025-03-22,CT_001,65.65,100.74,0.18,2,35,Normal
2025-03-23,CT_001,68.03,95.9,0.445,1,45,Normal
2025-03-24,CT_001,72.03,92.28,0.286,3,40,Normal
2025-03-25,CT_001,62.56,98.42,0.212,2,37,Normal
2025-03-26,CT_001,61.14,90.81,0.361,1,46,Normal
2025-03-27,CT_001,63.35,97.11,0.129,3,36,Normal
2025-03-28,MRI_002,67.04,98.1,0.193,5,34,Normal
2025-03-29,MRI_001,62.05,96.49,0.127,1,52,Normal
2025-03-30,CT_001,60.81,95.55,0.283,4,47,Normal
2025-03-31,CT_001,66.27,92.71,0.043,3,31,Normal
2025-04-01,CT_002,61.98,92.22,0.13,0,2,Normal
2025-04-02,CT_001,65.33,97.03,0.276,3,36,Normal
2025-04-03,CT_001,68.02,97.58,0.149,1,50,Normal
2025-04-04,MRI_002,66.23,96.11,0.09,2,26,Normal
2025-04-05,MRI_002,66.05,97.5,0.424,2,43,Normal
2025-04-06,MRI_002,64.29,91.14,0.296,2,32,Normal
2025-04-07,MRI_002,66.43,95.67,0.103,1,33,Normal
2025-04-08,CT_001,63.33,96.67,0.598,3,44,Normal
2025-04-09,CT_002,67.37,95.69,0.161,1,40,Normal
2025-04-10,CT_001,56.75,94.63,0.575,3,14,Normal
2025-04-11,MRI_002,68.75,90.97,0.282,1,38,Normal
2025-04-12,CT_002,59.96,98.05,0.037,0,39,Normal
2025-04-13,MRI_001,68.13,96.54,0.137,2,32,Normal
2025-04-14,MRI_001,61.58,95.29,0.168,2,36,Normal
2025-04-15,CT_002,65.71,89.53,0.196,4,45,Normal
2025-04-16,CT_002,73.29,95.6,0.159,3,37,Monitor
2025-04-17,CT_001,66.27,92.56,0.195,4,53,Monitor
2025-04-18,MRI_001,65.77,95.16,0.364,2,33,Normal
2025-04-19,CT_002,61.01,91.62,0.324,0,39,Normal
2025-04-20,CT_002,62.71,93.47,0.15,7,38,Monitor
2025-04-21,CT_002,65.28,97.79,0.354,1,25,Normal
2025-04-22,CT_002,55.89,93.47,0.231,2,35,Normal
2025-04-23,MRI_002,70.76,92.38,0.298,0,28,Normal
2025-04-24,MRI_002,61.6,93.51,0.315,3,36,Normal
2025-04-25,CT_001,60.31,91.67,0.141,5,48,Normal
2025-04-26,MRI_001,66.7,95.22,0.287,2,37,Normal
2025-04-27,MRI_001,69.03,92.03,0.234,1,52,Normal
2025-04-28,MRI_001,61.37,92.14,0.205,2,28,Normal
2025-04-29,CT_002,68.15,93.27,0.165,1,50,Normal
2025-04-30,MRI_001,69.79,92.87,0.02,4,57,Normal
2025-01-01,MRI_002,57.0,92.65,0.411,2,44,Normal
2025-01-02,MRI_001,61.08,95.02,0.308,1,43,Normal
2025-01-03,MRI_001,63.0,92.51,0.309,1,43,Normal
2025-01-04,CT_001,66.45,95.34,0.301,4,48,Normal
2025-01-05,CT_001,62.79,92.6,0.003,1,36,Normal
2025-01-06,MRI_001,72.14,96.37,0.373,2,53,Normal
2025-01-07,CT_001,65.9,95.32,0.334,2,53,Normal
2025-01-08,MRI_001,72.69,93.77,0.17,0,45,Monitor
2025-01-09,MRI_001,63.29,98.98,0.411,1,58,Monitor
2025-01-10,MRI_001,61.05,94.7,0.221,5,66,Monitor
2025-01-11,MRI_002,71.29,94.48,0.174,1,49,Monitor
2025-01-12,CT_002,70.3,96.29,0.165,3,29,Monitor
2025-01-13,CT_002,69.01,91.84,0.627,5,34,Normal
2025-01-14,CT_001,57.84,101.12,0.38,2,25,Normal
2025-01-15,MRI_001,66.73,95.62,0.517,0,53,Normal
2025-01-16,CT_001,81.9,96.43,0.395,2,30,Critical
2025-01-17,MRI_002,68.45,91.08,0.471,2,26,Normal
2025-01-18,CT_001,64.6,98.76,0.133,4,45,Normal
2025-01-19,MRI_001,60.35,89.25,0.138,2,45,Normal
2025-01-20,MRI_002,68.19,92.74,0.306,1,46,Normal
2025-01-21,MRI_001,64.58,95.22,0.171,3,38,Normal
2025-01-22,CT_001,65.22,99.02,0.462,2,26,Normal
2025-01-23,CT_002,63.75,96.66,0.272,1,9,Normal
2025-01-24,CT_001,61.75,94.39,0.179,5,37,Normal
2025-01-25,CT_001,68.36,101.2,0.355,2,23,Normal
2025-01-26,CT_002,60.87,95.97,0.374,3,54,Normal
2025-01-27,MRI_002,68.94,94.95,0.03,0,15,Normal
2025-01-28,CT_001,62.46,93.71,0.026,0,46,Normal
2025-01-29,MRI_002,75.38,95.37,0.358,2,45,Normal
2025-01-30,MRI_002,59.42,88.3,0.144,1,36,Monitor
2025-01-31,MRI_001,68.7,95.79,0.136,1,52,Normal
2025-02-01,MRI_001,63.84,95.29,0.295,0,51,Normal
2025-02-02,CT_002,67.06,96.59,0.108,1,56,Normal
2025-02-03,MRI_001,58.64,90.89,0.04,2,43,Normal
2025-02-04,CT_001,63.94,91.57,0.139,0,58,Normal
2025-02-05,MRI_002,72.84,91.42,0.246,1,44,Monitor
2025-02-06,CT_002,58.3,96.9,0.257,3,25,Normal
2025-02-07,CT_001,60.18,93.42,0.419,3,19,Normal
2025-02-08,MRI_002,68.02,95.89,0.257,4,35,Normal
2025-02-09,MRI_001,72.97,93.01,0.23,0,42,Normal
2025-02-10,CT_002,62.0,95.14,0.08,3,47,Normal
2025-02-11,MRI_001,66.58,96.36,0.49,2,48,Normal
2025-02-12,CT_001,62.61,98.65,0.084,1,50,Normal
2025-02-13,CT_002,70.93,96.45,0.442,2,50,Normal
2025-02-14,CT_002,69.23,92.15,0.259,5,46,Normal
2025-02-15,CT_001,58.43,92.83,0.224,4,51,Normal
2025-02-16,CT_001,62.15,99.6,0.301,1,34,Normal
2025-02-17,CT_002,68.26,99.37,0.247,1,41,Normal
2025-02-18,MRI_002,70.91,95.04,0.604,2,47,Normal
2025-02-19,MRI_002,64.48,92.86,0.265,2,39,Normal
2025-02-20,CT_002,72.27,99.4,0.542,3,32,Normal
2025-02-21,CT_001,68.36,94.9,0.165,3,44,Normal
2025-02-22,MRI_002,59.12,91.76,0.303,3,43,Normal
2025-02-23,CT_002,65.36,90.63,0.112,0,37,Normal
2025-02-24,MRI_002,57.15,97.81,0.244,3,37,Normal
2025-02-25,CT_002,66.26,93.53,0.178,5,55,Normal
2025-02-26,MRI_001,67.44,96.58,0.078,3,55,Normal
2025-02-27,CT_001,66.22,94.73,0.165,0,45,Normal
2025-02-28,CT_001,69.2,100.4,0.482,3,52,Normal
2025-03-01,MRI_001,67.19,99.53,0.293,0,42,Normal
2025-03-02,MRI_002,61.28,93.3,0.385,0,39,Normal
2025-03-03,CT_001,70.11,94.91,0.282,2,45,Normal
2025-03-04,CT_001,65.02,93.07,0.074,0,32,Normal
2025-03-05,MRI_002,61.51,93.1,0.227,2,45,Normal
2025-03-06,MRI_001,61.66,91.37,0.148,0,44,Normal
2025-03-07,CT_001,62.32,94.48,0.295,3,44,Normal
2025-03-08,CT_002,65.29,97.82,0.32,1,29,Normal
2025-03-09,CT_001,64.3,92.68,0.17,1,49,Normal
2025-03-10,MRI_001,60.14,94.17,0.44,2,39,Normal
2025-03-11,CT_002,63.25,94.77,0.449,3,46,Normal
2025-03-12,MRI_002,64.18,97.76,0.061,1,44,Normal
2025-03-13,MRI_002,67.81,98.44,0.356,1,42,Normal
2025-03-14,CT_001,63.4,91.11,0.512,2,49,Normal
2025-03-15,MRI_001,69.97,97.26,0.044,2,48,Normal
2025-03-16,CT_001,58.9,94.48,0.152,2,39,Normal
2025-03-17,MRI_001,61.62,96.01,0.515,4,37,Normal
2025-03-18,MRI_001,66.65,97.65,0.232,3,26,Normal
2025-03-19,CT_002,60.27,93.82,0.269,2,38,Normal
2025-03-20,MRI_001,55.99,93.68,0.215,3,41,Normal
2025-03-21,MRI_001,72.51,93.25,0.148,1,50,Monitor
2025-03-22,CT_001,68.04,96.42,0.171,1,57,Normal
2025-03-23,CT_002,59.13,91.39,0.194,2,54,Normal
2025-03-24,CT_001,63.33,94.13,0.17,0,32,Normal
2025-03-25,MRI_001,66.34,88.64,0.226,0,44,Normal
2025-03-26,MRI_002,70.57,93.55,0.059,5,30,Normal
2025-03-27,CT_001,68.7,92.35,0.22,0,18,Normal
2025-03-28,MRI_002,66.33,89.41,0.064,3,35,Monitor
2025-03-29,CT_002,69.15,96.47,0.348,1,40,Normal
2025-03-30,CT_001,60.44,96.63,0.215,2,48,Normal
2025-03-31,MRI_002,69.7,97.03,0.243,2,42,Normal
2025-04-01,CT_002,63.5,94.24,0.204,2,55,Normal
2025-04-02,MRI_002,57.71,96.04,0.423,2,31,Normal
2025-04-03,MRI_001,67.3,97.03,0.149,1,45,Normal
2025-04-04,CT_001,59.55,91.02,0.301,1,63,Normal
2025-04-05,CT_001,68.02,98.16,0.416,4,45,Normal
2025-04-06,CT_002,62.95,96.55,0.109,4,24,Normal
2025-04-07,CT_002,68.01,91.35,0.185,1,28,Normal
2025-04-08,MRI_002,65.39,92.53,0.332,3,42,Normal
2025-04-09,CT_001,66.94,96.27,0.262,0,61,Normal
2025-04-10,MRI_001,61.16,93.52,0.198,2,30,Normal
2025-04-11,MRI_002,69.82,96.77,0.378,2,33,Normal
2025-04-12,MRI_001,68.76,87.05,0.38,2,53,Maintenance
2025-04-13,MRI_001,64.68,91.76,0.18,0,40,Maintenance
2025-04-14,CT_001,62.5,97.39,0.439,1,26,Maintenance
2025-04-15,MRI_001,61.74,94.65,0.036,1,37,Maintenance
2025-04-16,CT_001,61.47,94.49,0.095,1,49,Normal
2025-04-17,CT_002,64.27,95.02,0.25,0,48,Normal
2025-04-18,CT_002,63.14,94.61,0.093,2,40,Normal
2025-04-19,CT_001,71.0,94.82,0.378,3,32,Normal
2025-04-20,CT_001,77.51,93.21,0.414,3,27,Maintenance
2025-04-21,CT_001,79.18,94.05,0.143,1,43,Normal
2025-04-22,MRI_002,64.73,92.74,0.324,2,41,Normal
2025-04-23,CT_001,66.66,91.77,0.359,0,30,Normal
2025-04-24,MRI_001,70.83,92.95,0.179,3,50,Normal
2025-04-25,MRI_002,63.04,90.69,0.143,4,29,Normal
2025-04-26,MRI_002,62.88,93.24,0.301,2,47,Normal
2025-04-27,MRI_002,66.96,90.43,0.148,1,48,Normal
2025-04-28,CT_001,66.97,93.25,0.315,2,66,Normal
2025-04-29,CT_002,56.15,92.64,0.345,3,48,Normal
2025-04-30,CT_002,62.68,95.92,0.421,5,49,Normal
2025-01-01,CT_002,69.39,95.06,0.37,1,29,Normal
2025-01-02,MRI_002,61.41,100.31,0.321,1,45,Normal
2025-01-03,CT_002,64.68,93.73,0.098,1,47,Normal
2025-01-04,MRI_001,63.67,89.66,0.25,3,40,Monitor
2025-01-05,MRI_002,61.76,97.12,0.423,1,15,Monitor
2025-01-06,CT_002,65.46,98.89,0.438,1,49,Normal
2025-01-07,CT_002,68.2,94.92,0.231,2,52,Normal
2025-01-08,CT_001,60.41,94.32,0.129,3,51,Normal
2025-01-09,MRI_001,61.54,95.65,0.091,3,45,Normal
2025-01-10,MRI_002,62.22,95.84,0.026,2,32,Normal
2025-01-11,CT_001,70.12,95.02,0.389,3,49,Normal
2025-01-12,CT_001,64.19,93.71,0.263,4,25,Normal
2025-01-13,CT_002,64.3,96.43,0.008,3,39,Normal
2025-01-14,MRI_001,61.34,95.04,0.193,2,57,Normal
2025-01-15,CT_002,70.58,96.31,0.381,2,39,Normal
2025-01-16,MRI_001,67.48,94.54,0.376,3,44,Normal
2025-01-17,MRI_001,62.5,97.94,0.47,4,45,Normal
2025-01-18,CT_002,64.35,91.11,0.307,2,29,Normal
2025-01-19,CT_001,64.62,89.47,0.177,2,34,Normal
2025-01-20,MRI_001,64.82,93.5,0.132,1,52,Normal
2025-01-21,CT_001,64.56,96.58,0.319,1,24,Normal
2025-01-22,CT_002,71.09,95.63,0.336,1,66,Normal
2025-01-23,MRI_001,68.79,96.72,0.216,1,39,Normal
2025-01-24,CT_001,73.13,96.28,0.585,0,45,Normal
2025-01-25,MRI_002,64.88,94.85,0.24,2,47,Normal
2025-01-26,CT_002,76.31,95.44,0.263,0,45,Maintenance
2025-01-27,CT_001,58.42,92.95,0.256,1,23,Normal
2025-01-28,CT_002,65.4,96.32,0.116,6,30,Normal
2025-01-29,CT_001,57.94,92.28,0.001,2,44,Normal
2025-01-30,CT_001,59.65,94.76,0.505,1,40,Normal
2025-01-31,CT_002,62.57,91.76,0.191,0,45,Normal
2025-02-01,CT_001,77.02,98.29,0.422,0,26,Normal
2025-02-02,MRI_001,60.44,93.77,0.163,1,26,Normal
2025-02-03,MRI_001,66.49,92.95,0.07,2,36,Normal
2025-02-04,MRI_001,53.74,95.42,0.332,3,45,Normal
2025-02-05,CT_001,68.94,93.96,0.251,2,54,Normal
2025-02-06,MRI_001,65.91,95.95,0.487,2,36,Normal
2025-02-07,MRI_002,67.0,96.3,0.527,2,43,Normal
2025-02-08,MRI_001,57.35,91.78,0.334,1,39,Normal
2025-02-09,CT_001,69.39,90.66,0.512,6,45,Normal
2025-02-10,MRI_001,60.16,92.52,0.084,0,26,Normal
2025-02-11,CT_001,72.33,96.16,0.349,1,51,Monitor
2025-02-12,CT_001,73.31,96.55,0.338,3,40,Normal
2025-02-13,CT_002,65.17,89.01,0.039,4,44,Monitor
2025-02-14,MRI_001,66.0,95.97,0.568,1,37,Normal
2025-02-15,CT_002,76.84,95.48,0.337,0,17,Normal
2025-02-16,CT_001,60.13,100.9,0.265,2,26,Normal
2025-02-17,MRI_001,66.4,91.81,0.285,1,52,Normal
2025-02-18,MRI_001,65.85,97.23,0.141,2,29,Normal
2025-02-19,MRI_001,66.89,93.75,0.171,1,36,Normal
2025-02-20,CT_002,68.31,87.01,0.331,0,43,Normal
2025-02-21,CT_001,63.78,93.29,0.111,3,41,Normal
2025-02-22,MRI_001,71.29,93.79,0.14,0,25,Normal
2025-02-23,MRI_002,70.76,95.54,0.262,2,36,Normal
2025-02-24,MRI_002,66.53,94.31,0.384,3,34,Normal
2025-02-25,MRI_001,58.41,95.28,0.302,6,33,Normal
2025-02-26,MRI_001,69.53,97.48,0.246,0,38,Normal
2025-02-27,MRI_002,52.38,97.01,0.449,2,46,Normal
2025-02-28,MRI_002,71.31,94.01,0.447,1,51,Normal
2025-03-01,MRI_001,65.83,91.28,0.186,6,35,Normal
2025-03-02,CT_001,67.67,86.43,0.025,2,35,Normal
2025-03-03,MRI_002,64.18,97.48,0.258,3,26,Normal
2025-03-04,MRI_002,62.73,97.16,0.017,1,37,Normal
2025-03-05,MRI_002,70.56,93.08,0.139,5,53,Normal
2025-03-06,CT_002,75.43,97.56,0.089,2,42,Normal
2025-03-07,CT_001,64.2,94.86,0.395,1,42,Normal
2025-03-08,CT_002,61.24,94.33,0.144,0,13,Normal
2025-03-09,CT_002,60.45,94.92,0.295,0,47,Normal
2025-03-10,CT_001,62.72,98.23,0.139,1,31,Normal
2025-03-11,MRI_001,65.81,93.32,0.248,2,43,Normal
2025-03-12,CT_001,66.65,94.36,0.179,3,41,Normal
2025-03-13,CT_002,67.6,91.47,0.171,2,42,Normal
2025-03-14,MRI_001,75.54,98.07,0.384,1,38,Normal
2025-03-15,MRI_002,69.98,99.88,0.122,3,17,Normal
2025-03-16,MRI_002,59.38,94.12,0.132,3,38,Normal
2025-03-17,MRI_001,62.9,91.59,0.022,1,50,Normal
2025-03-18,MRI_002,57.04,99.71,0.668,0,43,Normal
2025-03-19,MRI_001,73.78,88.62,0.25,2,34,Normal
2025-03-20,MRI_002,62.78,93.69,0.544,0,42,Normal
2025-03-21,MRI_001,55.83,96.25,0.221,5,56,Normal
2025-03-22,MRI_002,53.54,94.29,0.15,0,52,Normal
2025-03-23,CT_001,63.51,98.12,0.304,3,31,Normal
2025-03-24,MRI_001,69.33,99.69,0.276,0,38,Normal
2025-03-25,MRI_001,61.15,94.28,0.412,1,37,Normal
2025-03-26,MRI_001,63.74,92.03,0.502,4,34,Normal
2025-03-27,CT_001,56.75,96.54,0.034,1,29,Normal
2025-03-28,MRI_002,78.21,96.59,0.027,1,24,Normal
2025-03-29,MRI_001,65.4,95.5,0.155,1,56,Normal
2025-03-30,CT_001,60.55,97.79,0.372,6,64,Normal
2025-03-31,CT_002,75.23,98.01,0.402,2,25,Normal
2025-04-01,CT_001,62.71,100.52,0.192,0,32,Normal
2025-04-02,MRI_002,62.6,94.4,0.15,2,39,Normal
2025-04-03,MRI_002,55.28,97.71,0.343,1,55,Normal
2025-04-04,CT_001,66.9,90.48,0.273,3,41,Normal
2025-04-05,MRI_002,64.16,102.71,0.382,1,37,Normal
2025-04-06,CT_001,71.8,94.26,0.352,4,36,Normal
2025-04-07,CT_001,73.99,94.86,0.316,0,38,Normal
2025-04-08,CT_002,72.93,92.85,0.011,3,35,Normal
2025-04-09,MRI_001,70.16,99.75,0.059,0,51,Normal
2025-04-10,CT_001,58.84,100.56,0.026,2,36,Normal
2025-04-11,MRI_001,64.65,90.37,0.097,1,43,Normal
2025-04-12,MRI_002,70.77,96.95,0.168,3,30,Normal
2025-04-13,MRI_002,64.55,91.34,0.256,1,53,Normal
2025-04-14,MRI_001,62.2,96.17,0.321,1,40,Normal
2025-04-15,MRI_001,62.7,95.41,0.289,4,37,Normal
2025-04-16,CT_001,65.69,94.23,0.028,1,30,Normal
2025-04-17,MRI_002,61.79,96.32,0.197,3,40,Normal
2025-04-18,CT_001,62.35,94.05,0.131,1,42,Normal
2025-04-19,CT_002,64.41,96.89,0.359,1,36,Normal
2025-04-20,CT_002,71.58,93.92,0.22,4,35,Normal
2025-04-21,MRI_002,71.16,89.96,0.24,3,33,Normal
2025-04-22,MRI_002,66.41,97.11,0.22,2,33,Normal
2025-04-23,CT_002,59.61,95.45,0.136,3,39,Normal
2025-04-24,MRI_002,67.96,100.43,0.239,4,39,Normal
2025-04-25,CT_001,59.92,96.27,0.235,2,49,Normal
2025-04-26,MRI_001,76.7,94.69,0.603,2,57,Normal
2025-04-27,CT_001,58.18,95.22,0.245,3,37,Normal
2025-04-28,MRI_001,56.93,99.25,0.287,1,38,Normal
2025-04-29,MRI_001,70.24,96.77,0.333,4,54,Normal
2025-04-30,CT_001,62.24,98.73,0.19,3,30,Normal
2025-01-01,MRI_002,68.13,95.57,0.298,2,45,Normal
2025-01-02,MRI_002,70.55,93.7,0.335,4,28,Normal
2025-01-03,MRI_001,58.94,95.95,0.185,1,41,Normal
2025-01-04,MRI_001,56.65,92.21,0.382,4,43,Normal
2025-01-05,CT_002,61.56,93.97,0.137,1,43,Normal
2025-01-06,MRI_001,63.21,88.87,0.296,2,46,Normal
2025-01-07,MRI_002,65.67,90.69,0.175,3,28,Normal
2025-01-08,CT_001,70.76,90.32,0.185,1,39,Normal
2025-01-09,CT_002,70.34,96.63,0.362,4,46,Normal
2025-01-10,CT_001,52.78,87.22,0.16,2,36,Normal
2025-01-11,CT_002,67.27,96.95,0.088,6,34,Normal
2025-01-12,CT_001,68.02,90.0,0.408,1,33,Normal
2025-01-13,CT_002,68.5,97.99,0.5,2,31,Normal
2025-01-14,MRI_002,60.75,96.56,0.373,2,43,Normal
2025-01-15,CT_001,66.04,90.94,0.345,2,41,Normal
2025-01-16,MRI_002,58.77,95.86,0.295,3,50,Normal
2025-01-17,CT_002,73.34,99.48,0.375,1,31,Normal
2025-01-18,MRI_001,66.46,101.74,0.326,1,31,Normal
2025-01-19,MRI_001,60.72,96.24,0.361,1,32,Normal
2025-01-20,MRI_002,64.35,89.16,0.205,2,40,Normal
2025-01-21,MRI_001,67.9,94.42,0.341,1,24,Normal
2025-01-22,CT_002,63.73,89.5,0.384,1,25,Normal
2025-01-23,MRI_001,61.84,94.92,0.556,2,39,Normal
2025-01-24,CT_002,67.94,93.42,0.405,1,34,Normal
2025-01-25,MRI_002,64.96,92.12,0.131,4,39,Normal
2025-01-26,MRI_002,51.39,91.34,0.244,1,39,Normal
2025-01-27,MRI_001,71.93,97.97,0.419,2,33,Normal
2025-01-28,CT_002,68.86,92.28,0.501,1,36,Normal
2025-01-29,CT_001,72.46,95.91,0.565,3,51,Normal
2025-01-30,CT_002,65.42,94.05,0.254,2,41,Normal
2025-01-31,MRI_001,64.57,93.29,0.592,4,32,Normal
2025-02-01,MRI_002,73.27,97.36,0.007,2,44,Normal
2025-02-02,MRI_001,65.16,98.14,0.146,2,45,Normal
2025-02-03,MRI_002,59.23,90.23,0.463,2,23,Normal
2025-02-04,CT_001,66.84,90.39,0.22,0,46,Normal
2025-02-05,MRI_001,61.21,97.58,0.327,2,42,Normal
2025-02-06,CT_002,64.35,95.59,0.312,4,37,Normal
2025-02-07,MRI_002,63.0,95.53,0.333,5,28,Normal
2025-02-08,CT_001,62.42,93.39,0.164,4,38,Normal
2025-02-09,MRI_002,64.9,94.05,0.36,2,30,Normal
2025-02-10,CT_001,66.22,99.22,0.22,3,32,Normal
2025-02-11,CT_001,72.32,92.07,0.393,3,32,Monitor
2025-02-12,CT_002,65.46,95.06,0.475,1,41,Normal
2025-02-13,MRI_002,65.79,86.47,0.324,0,53,Normal
2025-02-14,MRI_001,59.21,94.45,0.278,5,36,Normal
2025-02-15,MRI_001,70.28,93.85,0.19,1,56,Normal
2025-02-16,MRI_002,64.19,92.43,0.267,2,52,Normal
2025-02-17,MRI_002,70.31,92.77,0.045,4,42,Normal
2025-02-18,MRI_001,71.14,94.6,0.245,1,41,Normal
2025-02-19,MRI_002,65.81,96.3,0.008,3,48,Normal
2025-02-20,MRI_002,53.37,93.93,0.113,2,39,Normal
2025-02-21,CT_002,58.34,92.85,0.079,1,50,Normal
2025-02-22,CT_002,70.66,96.08,0.296,1,27,Normal
2025-02-23,MRI_002,65.21,93.97,0.161,3,40,Normal
2025-02-24,MRI_002,66.0,100.35,0.315,3,42,Normal
2025-02-25,CT_001,67.16,90.75,0.355,3,25,Normal
2025-02-26,CT_002,72.11,92.41,0.102,1,51,Normal
2025-02-27,MRI_001,66.04,94.86,0.273,0,45,Normal
2025-02-28,MRI_002,63.59,91.02,0.162,5,45,Normal
2025-03-01,MRI_001,70.62,93.55,0.253,3,34,Normal
2025-03-02,MRI_001,58.71,98.07,0.49,2,39,Normal
2025-03-03,CT_002,69.41,98.36,0.15,1,44,Normal
2025-03-04,MRI_002,65.66,92.71,0.348,3,33,Normal
2025-03-05,MRI_002,60.64,92.46,0.267,1,55,Normal
2025-03-06,CT_002,66.61,96.97,0.329,2,40,Normal
2025-03-07,MRI_002,71.1,94.85,0.226,6,28,Normal
2025-03-08,CT_001,60.79,90.05,0.073,1,50,Normal
2025-03-09,MRI_002,64.6,96.72,0.256,2,46,Normal
2025-03-10,MRI_002,72.37,91.09,0.294,4,45,Monitor
2025-03-11,CT_002,57.07,100.03,0.041,0,26,Normal
2025-03-12,CT_002,61.62,96.03,0.373,0,27,Normal
2025-03-13,CT_001,64.76,97.65,0.262,2,35,Normal
2025-03-14,MRI_001,70.84,94.57,0.25,2,26,Normal
2025-03-15,CT_001,55.46,102.85,0.255,3,27,Normal
2025-03-16,CT_002,64.41,94.9,0.356,2,54,Normal
2025-03-17,MRI_001,69.05,92.41,0.322,2,51,Normal
2025-03-18,MRI_002,57.69,96.88,0.156,4,52,Normal
2025-03-19,MRI_002,68.56,93.82,0.309,1,14,Normal
2025-03-20,MRI_001,68.74,93.4,0.168,0,28,Normal
2025-03-21,CT_002,68.16,95.38,0.481,1,35,Normal
2025-03-22,MRI_002,62.16,98.71,0.195,4,35,Normal
2025-03-23,MRI_002,70.68,91.04,0.279,1,37,Normal
2025-03-24,MRI_002,67.35,87.01,0.401,0,47,Maintenance
2025-03-25,MRI_002,58.77,94.86,0.364,1,52,Maintenance
2025-03-26,MRI_001,71.19,95.11,0.358,1,44,Normal
2025-03-27,MRI_001,70.3,86.98,0.15,2,26,Normal
2025-03-28,MRI_001,65.18,95.86,0.328,1,39,Normal
2025-03-29,CT_001,62.91,98.79,0.321,1,42,Normal
2025-03-30,MRI_002,59.63,89.49,0.21,2,36,Normal
2025-03-31,CT_002,71.37,93.02,0.499,1,48,Normal
2025-04-01,MRI_002,63.44,94.44,0.116,0,32,Normal
2025-04-02,MRI_002,67.15,97.52,0.324,1,39,Normal
2025-04-03,MRI_001,70.9,96.29,0.228,1,38,Normal
2025-04-04,CT_002,62.73,91.84,0.077,2,30,Normal
2025-04-05,MRI_001,70.18,95.82,0.282,2,33,Normal
2025-04-06,CT_001,59.06,98.3,0.439,4,30,Normal
2025-04-07,CT_001,63.56,95.05,0.168,3,48,Normal
2025-04-08,CT_001,66.62,95.35,0.301,6,46,Normal
2025-04-09,MRI_001,66.8,99.84,0.121,1,39,Normal
2025-04-10,MRI_001,67.63,101.9,0.11,1,53,Normal
2025-04-11,MRI_001,63.82,100.94,0.044,4,44,Normal
2025-04-12,MRI_002,62.73,99.77,0.04,3,45,Normal
2025-04-13,MRI_001,67.57,89.81,0.285,2,50,Normal
2025-04-14,MRI_002,66.74,90.48,0.428,4,51,Normal
2025-04-15,MRI_001,69.34,90.26,0.348,3,52,Normal
2025-04-16,CT_001,63.63,96.38,0.234,2,23,Normal
2025-04-17,MRI_001,67.87,95.15,0.238,3,42,Normal
2025-04-18,CT_001,72.85,95.71,0.164,3,28,Normal
2025-04-19,MRI_001,61.63,98.88,0.239,3,59,Normal
2025-04-20,CT_001,67.36,92.9,0.078,2,39,Normal
2025-04-21,CT_001,75.26,95.03,0.061,2,26,Normal
2025-04-22,MRI_002,66.99,100.26,0.282,1,48,Normal
2025-04-23,CT_002,71.54,97.82,0.286,3,31,Normal
2025-04-24,MRI_001,57.71,95.37,0.18,3,63,Normal
2025-04-25,CT_001,74.2,96.21,0.481,2,42,Normal
2025-04-26,MRI_001,72.0,96.1,0.122,2,57,Normal
2025-04-27,CT_002,70.6,93.92,0.411,3,26,Normal
2025-04-28,CT_002,67.52,98.46,0.021,1,38,Normal
2025-04-29,MRI_001,63.46,97.44,0.049,2,35,Normal
2025-04-30,MRI_001,69.45,99.47,0.029,1,29,Normal
2025-01-01,MRI_002,61.86,99.92,0.259,0,58,Normal
2025-01-02,CT_001,63.65,91.52,0.232,2,42,Normal
2025-01-03,CT_001,65.07,100.8,0.043,1,43,Normal
2025-01-04,CT_002,68.48,96.03,0.415,4,33,Normal
2025-01-05,MRI_001,62.27,98.35,0.151,1,28,Normal
